23,keras.txt,https://api.github.com/repos/pronobis/libspn-keras/commits/0c3c4436e0b1c32f1528e07170cc74a313a4e051,libspn_keras/layers/root_sum.py,https://github.com/pronobis/libspn-keras/raw/0c3c4436e0b1c32f1528e07170cc74a313a4e051/libspn_keras/layers/root_sum.py," import tensorflow as tf\n \n from libspn_keras.logspace import logspace_wrapper_initializer\nfrom libspn_keras.math.logmatmul import logmatmul, logmatmul_hard_em_through_grads_from_accumulators\n+from libspn_keras.math.hard_em_grads import logmatmul_hard_em_through_grads_from_accumulators, logmultiply_hard_em\n from tensorflow import initializers\n \n+\n \n class RootSum(keras.layers.Layer):\n \n     def __init__(\n         self, return_weighted_child_logits=False, logspace_accumulators=False, hard_em_backward=False,\n        initializer=initializers.Constant(1.0)\n     ):\n         super(RootSum, self).__init__()\n         self._return_weighted_child_logits = return_weighted_child_logits\n         self._accumulators = self._num_nodes_in = None\n         self._logspace_accumulators = logspace_accumulators\n         self._hard_em_backward = hard_em_backward\n         self._initializer = initializer\n \n         if hard_em_backward and logspace_accumulators:\n             raise NotImplementedError(""Cannot use both Hard EM gradients and logspace accumulators"")\n \n        if hard_em_backward and return_weighted_child_logits:\n            raise NotImplementedError(""Cannot use both Hard EM gradients and weighted child logits"")\n+            raise NotImplementedError(""Cannot use both Soft EM gradients and logspace accumulators"")\n \n     def build(self, input_shape):\n         # Create a trainable weight variable for this layer."," import tensorflow as tf\n \n from libspn_keras.logspace import logspace_wrapper_initializer\nfrom libspn_keras.math.logmatmul import logmatmul\nfrom libspn_keras.math.hard_em_grads import logmatmul_hard_em_through_grads_from_accumulators, logmultiply_hard_em\n from tensorflow import initializers\n \nfrom libspn_keras.math.soft_em_grads import log_softmax_with_soft_em_grad\n\n \n class RootSum(keras.layers.Layer):\n \n     def __init__(\n         self, return_weighted_child_logits=False, logspace_accumulators=False, hard_em_backward=False,\n        initializer=initializers.Constant(1.0), soft_em_backward=False\n     ):\n         super(RootSum, self).__init__()\n         self._return_weighted_child_logits = return_weighted_child_logits\n         self._accumulators = self._num_nodes_in = None\n         self._logspace_accumulators = logspace_accumulators\n         self._hard_em_backward = hard_em_backward\n        self._soft_em_backward = soft_em_backward\n         self._initializer = initializer\n \n         if hard_em_backward and logspace_accumulators:\n             raise NotImplementedError(""Cannot use both Hard EM gradients and logspace accumulators"")\n \n-            raise NotImplementedError(""Cannot use both Hard EM gradients and weighted child logits"")\n        if soft_em_backward and logspace_accumulators:\n            raise NotImplementedError(""Cannot use both Soft EM gradients and logspace accumulators"")\n \n     def build(self, input_shape):\n         # Create a trainable weight variable for this layer.","from libspn_keras.math.logmatmul import logmatmul, logmatmul_hard_em_through_grads_from_accumulators\n        initializer=initializers.Constant(1.0)\n        if hard_em_backward and return_weighted_child_logits:\n            raise NotImplementedError(""Cannot use both Hard EM gradients and weighted child logits"")","from libspn_keras.math.logmatmul import logmatmul\nfrom libspn_keras.math.hard_em_grads import logmatmul_hard_em_through_grads_from_accumulators, logmultiply_hard_em\nfrom libspn_keras.math.soft_em_grads import log_softmax_with_soft_em_grad\n        initializer=initializers.Constant(1.0), soft_em_backward=False\n        self._soft_em_backward = soft_em_backward\n        if soft_em_backward and logspace_accumulators:\n            raise NotImplementedError(""Cannot use both Soft EM gradients and logspace accumulators"")",5,15,4,7
24,keras.txt,https://api.github.com/repos/pronobis/libspn-keras/commits/0c3c4436e0b1c32f1528e07170cc74a313a4e051,libspn_keras/layers/root_sum.py,https://github.com/pronobis/libspn-keras/raw/0c3c4436e0b1c32f1528e07170cc74a313a4e051/libspn_keras/layers/root_sum.py," \n         x_squeezed = tf.reshape(x, (-1, self._num_nodes_in))\n \n        log_weights_normalized = tf.nn.log_softmax(log_weights_unnormalized, axis=0)\n+            log_weights_normalized = log_softmax_with_soft_em_grad(self._accumulators, axis=0)\n+            log_weights_normalized = tf.nn.log_softmax(log_weights_unnormalized, axis=0)\n \n         if self._return_weighted_child_logits:\n             return tf.expand_dims(log_weights_normalized, axis=0) + x_squeezed"," \n         x_squeezed = tf.reshape(x, (-1, self._num_nodes_in))\n \n        if self._soft_em_backward:\n            log_weights_normalized = log_softmax_with_soft_em_grad(self._accumulators, axis=0)\n        else:\n            log_weights_normalized = tf.nn.log_softmax(log_weights_unnormalized, axis=0)\n \n         if self._return_weighted_child_logits:\n             return tf.expand_dims(log_weights_normalized, axis=0) + x_squeezed","        log_weights_normalized = tf.nn.log_softmax(log_weights_unnormalized, axis=0)","        if self._soft_em_backward:\n            log_weights_normalized = log_softmax_with_soft_em_grad(self._accumulators, axis=0)\n        else:\n            log_weights_normalized = tf.nn.log_softmax(log_weights_unnormalized, axis=0)",5,15,1,4
30,keras.txt,https://api.github.com/repos/entraned/keras/commits/15a3a1f1ce2a7babf62c61f73709c074249ed840,keras/utils/layer_utils.py,https://github.com/entraned/keras/raw/15a3a1f1ce2a7babf62c61f73709c074249ed840/keras/utils/layer_utils.py,"                     layer_dict[k] = regularizers.get(vname, v)\n \n         base_layer = get_layer(name, layer_dict)\n        if hasParams:\n            shaped_params = []\n            for param in params:\n                data = np.asarray(param.get('data'))\n                shape = tuple(param.get('shape'))\n                shaped_params.append(data.reshape(shape))\n            base_layer.set_weights(shaped_params)\n         return base_layer\n \n ","                     layer_dict[k] = regularizers.get(vname, v)\n \n         base_layer = get_layer(name, layer_dict)\n-            shaped_params = []\n-                data = np.asarray(param.get('data'))\n-                shaped_params.append(data.reshape(shape))\n         return base_layer\n \n ",        if hasParams:\n            shaped_params = []\n            for param in params:\n                data = np.asarray(param.get('data'))\n                shape = tuple(param.get('shape'))\n                shaped_params.append(data.reshape(shape))\n            base_layer.set_weights(shaped_params),,14,3,7,0
72,keras.txt,https://api.github.com/repos/Elizaaaaa/keras/commits/7fe2a04754e7a8d25f45a67a90e0ebd23beeed14,keras/preprocessing/image.py,https://github.com/Elizaaaaa/keras/raw/7fe2a04754e7a8d25f45a67a90e0ebd23beeed14/keras/preprocessing/image.py,"     x = np.rollaxis(x, channel_axis, 0)\n     min_x, max_x = np.min(x), np.max(x)\n    channel_images = [np.clip(x_channel + np.random.uniform(-intensity, intensity), min_x, max_x)\n                      for x_channel in x]\n+        np.clip(x_channel + np.random.uniform(-intensity, intensity),\n+                max_x)\n     x = np.stack(channel_images, axis=0)\n     x = np.rollaxis(x, 0, channel_axis + 1)\n     return x\n \n \n def random_brightness(x, brightness_range):\n    """"""Perform a random brightness shift.\n \n     # Arguments\n         x: Input tensor. Must be 3D.","     x = np.rollaxis(x, channel_axis, 0)\n     min_x, max_x = np.min(x), np.max(x)\n-                      for x_channel in x]\n    channel_images = [\n        np.clip(x_channel + np.random.uniform(-intensity, intensity),\n                min_x,\n                max_x)\n        for x_channel in x]\n     x = np.stack(channel_images, axis=0)\n     x = np.rollaxis(x, 0, channel_axis + 1)\n     return x\n \n \n def random_brightness(x, brightness_range):\n    """"""Performs a random brightness shift.\n \n     # Arguments\n         x: Input tensor. Must be 3D.","    channel_images = [np.clip(x_channel + np.random.uniform(-intensity, intensity), min_x, max_x)\n                      for x_channel in x]\n    """"""Perform a random brightness shift.","    channel_images = [\n        np.clip(x_channel + np.random.uniform(-intensity, intensity),\n                min_x,\n                max_x)\n        for x_channel in x]\n    """"""Performs a random brightness shift.",177,288,3,6
94,keras.txt,https://api.github.com/repos/cclamb/keras/commits/8a50f5dfc80030b864ef24d6c562661c24fe7c2e,keras/callbacks.py,https://github.com/cclamb/keras/raw/8a50f5dfc80030b864ef24d6c562661c24fe7c2e/keras/callbacks.py, from keras import backend as K\n from pkg_resources import parse_version\n \n+    import requests\n+    requests = None\n+if K.backend() == 'tensorflow':\n+\n \n class CallbackList(object):, from keras import backend as K\n from pkg_resources import parse_version\n \ntry:\n    import requests\nexcept ImportError:\n    requests = None\n\nif K.backend() == 'tensorflow':\n    import tensorflow as tf\n\n \n class CallbackList(object):,,try:\n    import requests\nexcept ImportError:\n    requests = None\nif K.backend() == 'tensorflow':\n    import tensorflow as tf,9,51,0,6
95,keras.txt,https://api.github.com/repos/allenai/deep_qa/commits/332217d3afd16d8371fdbaf00df87ec50b263ad7,src/main/python/deep_qa/layers/entailment_models.py,https://github.com/allenai/deep_qa/raw/332217d3afd16d8371fdbaf00df87ec50b263ad7/src/main/python/deep_qa/layers/entailment_models.py,"         '''\n         Takes a tensor and returns a matrix while preserving only the last dimension from the input.\n         '''\n        input_shape = K.shape(input_tensor)\n        last_dim = input_shape[-1]\n        size_till_last_dim = K.prod(input_shape[:-1])\n        return K.reshape(input_tensor, (size_till_last_dim, last_dim))\n+        shuffle_pattern = (input_ndim - 1,) + tuple(range(input_ndim - 1))\n+        return K.transpose(K.batch_flatten(dim_shuffled_input))\n \n     def call(self, x, mask=None):\n         # premise_length = hypothesis_length in the following lines, but the names are kept separate to keep","         '''\n         Takes a tensor and returns a matrix while preserving only the last dimension from the input.\n         '''\n-        last_dim = input_shape[-1]\n-        return K.reshape(input_tensor, (size_till_last_dim, last_dim))\n        input_ndim = K.ndim(input_tensor)\n        shuffle_pattern = (input_ndim - 1,) + tuple(range(input_ndim - 1))\n        dim_shuffled_input = K.permute_dimensions(input_tensor, shuffle_pattern)\n        return K.transpose(K.batch_flatten(dim_shuffled_input))\n \n     def call(self, x, mask=None):\n         # premise_length = hypothesis_length in the following lines, but the names are kept separate to keep","        input_shape = K.shape(input_tensor)\n        last_dim = input_shape[-1]\n        size_till_last_dim = K.prod(input_shape[:-1])\n        return K.reshape(input_tensor, (size_till_last_dim, last_dim))","        input_ndim = K.ndim(input_tensor)\n        shuffle_pattern = (input_ndim - 1,) + tuple(range(input_ndim - 1))\n        dim_shuffled_input = K.permute_dimensions(input_tensor, shuffle_pattern)\n        return K.transpose(K.batch_flatten(dim_shuffled_input))",20,38,4,4
176,keras.txt,https://api.github.com/repos/zoonn1788/TensorflowLiteDemo/commits/5082486121e539b6c002512f2a756e6b066696b4,tensorflow/python/kernel_tests/matrix_solve_ls_op_test.py,https://github.com/zoonn1788/TensorflowLiteDemo/raw/5082486121e539b6c002512f2a756e6b066696b4/tensorflow/python/kernel_tests/matrix_solve_ls_op_test.py,"       np_ans, _, _, _ = np.linalg.lstsq(a, b)\n       for fast in [True, False]:\n         with self.test_session():\n          tf_ans = tf.matrix_solve_ls(a, b, fast=fast).eval()\n        self.assertEqual(np_ans.shape, tf_ans.shape)\n+          ans = tf_ans.eval()\n+        self.assertEqual(np_ans.shape, ans.shape)\n \n         # Check residual norm.\n        tf_r = b - BatchMatMul(a, tf_ans)\n         tf_r_norm = np.sum(tf_r * tf_r)\n         np_r = b - BatchMatMul(a, np_ans)\n         np_r_norm = np.sum(np_r * np_r)","       np_ans, _, _, _ = np.linalg.lstsq(a, b)\n       for fast in [True, False]:\n         with self.test_session():\n-        self.assertEqual(np_ans.shape, tf_ans.shape)\n          tf_ans = tf.matrix_solve_ls(a, b, fast=fast)\n          ans = tf_ans.eval()\n        self.assertEqual(np_ans.shape, tf_ans.get_shape())\n        self.assertEqual(np_ans.shape, ans.shape)\n \n         # Check residual norm.\n        tf_r = b - BatchMatMul(a, ans)\n         tf_r_norm = np.sum(tf_r * tf_r)\n         np_r = b - BatchMatMul(a, np_ans)\n         np_r_norm = np.sum(np_r * np_r)","          tf_ans = tf.matrix_solve_ls(a, b, fast=fast).eval()\n        self.assertEqual(np_ans.shape, tf_ans.shape)\n        tf_r = b - BatchMatMul(a, tf_ans)","          tf_ans = tf.matrix_solve_ls(a, b, fast=fast)\n          ans = tf_ans.eval()\n        self.assertEqual(np_ans.shape, tf_ans.get_shape())\n        self.assertEqual(np_ans.shape, ans.shape)\n        tf_r = b - BatchMatMul(a, ans)",13,18,3,5
212,keras.txt,https://api.github.com/repos/BraunMichael/MultiResUNet-Keras-Dragonfly4.1/commits/15a3a1f1ce2a7babf62c61f73709c074249ed840,keras/utils/layer_utils.py,https://github.com/BraunMichael/MultiResUNet-Keras-Dragonfly4.1/raw/15a3a1f1ce2a7babf62c61f73709c074249ed840/keras/utils/layer_utils.py,"                     layer_dict[k] = regularizers.get(vname, v)\n \n         base_layer = get_layer(name, layer_dict)\n        if hasParams:\n            shaped_params = []\n            for param in params:\n                data = np.asarray(param.get('data'))\n                shape = tuple(param.get('shape'))\n                shaped_params.append(data.reshape(shape))\n            base_layer.set_weights(shaped_params)\n         return base_layer\n \n ","                     layer_dict[k] = regularizers.get(vname, v)\n \n         base_layer = get_layer(name, layer_dict)\n-            shaped_params = []\n-                data = np.asarray(param.get('data'))\n-                shaped_params.append(data.reshape(shape))\n         return base_layer\n \n ",        if hasParams:\n            shaped_params = []\n            for param in params:\n                data = np.asarray(param.get('data'))\n                shape = tuple(param.get('shape'))\n                shaped_params.append(data.reshape(shape))\n            base_layer.set_weights(shaped_params),,14,3,7,0
217,keras.txt,https://api.github.com/repos/CannyLab/rinokeras/commits/170c1ff8a0ca33658b82676274a98e9f8a277468,rinokeras/models/transformer.py,https://github.com/CannyLab/rinokeras/raw/170c1ff8a0ca33658b82676274a98e9f8a277468/rinokeras/models/transformer.py," \n             return i + 1, target_input, cache, output_sequence.write(i, tf.squeeze(output, 1))\n \n+        shapes = [inputs[0].shape, tf.TensorShape((None, None, initial_input.shape[-1])),\n         _, _, _, output_sequence = tf.while_loop(\n             lambda i, *_: i < max_seq_len,\n             decoding_step,\n            [tf.constant(0), initial_input, self.get_initial_cache(max_seq_len), output_sequence]\n+            shapes\n         )\n \n         output = tf.transpose(output_sequence.stack(), (1, 0, 2))"," \n             return i + 1, target_input, cache, output_sequence.write(i, tf.squeeze(output, 1))\n \n        inputs = [tf.constant(0), initial_input, self.get_initial_cache(max_seq_len), output_sequence]\n        shapes = [inputs[0].shape, tf.TensorShape((None, None, initial_input.shape[-1])),\n                  {name: getattr(el, 'shape', tf.TensorShape(None)) for name, el in inputs[2].items()}, tf.TensorShape(None)]\n         _, _, _, output_sequence = tf.while_loop(\n             lambda i, *_: i < max_seq_len,\n             decoding_step,\n            inputs,\n            shapes\n         )\n \n         output = tf.transpose(output_sequence.stack(), (1, 0, 2))","            [tf.constant(0), initial_input, self.get_initial_cache(max_seq_len), output_sequence]","        inputs = [tf.constant(0), initial_input, self.get_initial_cache(max_seq_len), output_sequence]\n        shapes = [inputs[0].shape, tf.TensorShape((None, None, initial_input.shape[-1])),\n                  {name: getattr(el, 'shape', tf.TensorShape(None)) for name, el in inputs[2].items()}, tf.TensorShape(None)]\n            inputs,\n            shapes",3,18,1,5
227,keras.txt,https://api.github.com/repos/reiserwang/keras/commits/8a50f5dfc80030b864ef24d6c562661c24fe7c2e,keras/callbacks.py,https://github.com/reiserwang/keras/raw/8a50f5dfc80030b864ef24d6c562661c24fe7c2e/keras/callbacks.py, from keras import backend as K\n from pkg_resources import parse_version\n \n+    import requests\n+    requests = None\n+if K.backend() == 'tensorflow':\n+\n \n class CallbackList(object):, from keras import backend as K\n from pkg_resources import parse_version\n \ntry:\n    import requests\nexcept ImportError:\n    requests = None\n\nif K.backend() == 'tensorflow':\n    import tensorflow as tf\n\n \n class CallbackList(object):,,try:\n    import requests\nexcept ImportError:\n    requests = None\nif K.backend() == 'tensorflow':\n    import tensorflow as tf,9,51,0,6
230,keras.txt,https://api.github.com/repos/keras-team/autokeras/commits/4b2a2f18a4da11d9573d341c38db2c754c77fff5,autokeras/utils.py,https://github.com/keras-team/autokeras/raw/4b2a2f18a4da11d9573d341c38db2c754c77fff5/autokeras/utils.py,"     return tf.compat.v1.data.get_output_shapes(dataset)\n \n \ndef inputs_to_datasets(x):\n    x = nest.flatten(x)\n    new_x = []\n    for temp_x in x:\n        if isinstance(temp_x, np.ndarray):\n            new_x.append(tf.data.Dataset.from_tensor_slices(temp_x))\n    return tf.data.Dataset.zip(tuple(new_x))\n\n\ndef prepare_preprocess(x, y):\n    """"""Convert each input to a tf.data.Dataset.""""""\n    x = inputs_to_datasets(x)\n    y = inputs_to_datasets(y)\n    return tf.data.Dataset.zip((x, y))\n\n\n def is_label(y):\n ","     return tf.compat.v1.data.get_output_shapes(dataset)\n \n \n-    x = nest.flatten(x)\n-    for temp_x in x:\n-            new_x.append(tf.data.Dataset.from_tensor_slices(temp_x))\n-def prepare_preprocess(x, y):\n-    x = inputs_to_datasets(x)\n-    return tf.data.Dataset.zip((x, y))\n-\n-\n def is_label(y):\n ","def inputs_to_datasets(x):\n    x = nest.flatten(x)\n    new_x = []\n    for temp_x in x:\n        if isinstance(temp_x, np.ndarray):\n            new_x.append(tf.data.Dataset.from_tensor_slices(temp_x))\n    return tf.data.Dataset.zip(tuple(new_x))\ndef prepare_preprocess(x, y):\n    """"""Convert each input to a tf.data.Dataset.""""""\n    x = inputs_to_datasets(x)\n    y = inputs_to_datasets(y)\n    return tf.data.Dataset.zip((x, y))",,35,41,12,0
242,keras.txt,https://api.github.com/repos/Yannick947/keras-retinanet/commits/9d2219d5e5f3e4139333d218bbea06ef92d0d917,keras_retinanet/losses.py,https://github.com/Yannick947/keras-retinanet/raw/9d2219d5e5f3e4139333d218bbea06ef92d0d917/keras_retinanet/losses.py,"         cls_loss = cls_loss / divisor\n \n         # filter out ""ignore"" anchors\n        anchor_state   = keras.backend.max(labels, axis=2)  # -1 for ignore, 0 for background, 1 for object\n        indices        = keras_retinanet.backend.where(keras.backend.not_equal(anchor_state, -1))\n+        indices      = keras_retinanet.backend.where(keras.backend.not_equal(anchor_state, -1))\n \n         cls_loss = keras_retinanet.backend.gather_nd(cls_loss, indices)\n \n         # divide by the size of the minibatch\n        return keras.backend.sum(cls_loss) / keras.backend.cast(keras.backend.shape(y_true)[0], keras.backend.floatx())\n \n     return _focal\n ","         cls_loss = cls_loss / divisor\n \n         # filter out ""ignore"" anchors\n-        indices        = keras_retinanet.backend.where(keras.backend.not_equal(anchor_state, -1))\n        anchor_state = keras.backend.max(labels, axis=2)  # -1 for ignore, 0 for background, 1 for object\n        indices      = keras_retinanet.backend.where(keras.backend.not_equal(anchor_state, -1))\n \n         cls_loss = keras_retinanet.backend.gather_nd(cls_loss, indices)\n \n         # divide by the size of the minibatch\n        return keras.backend.sum(cls_loss) / keras.backend.cast(keras.backend.shape(labels)[0], keras.backend.floatx())\n \n     return _focal\n ","        anchor_state   = keras.backend.max(labels, axis=2)  # -1 for ignore, 0 for background, 1 for object\n        indices        = keras_retinanet.backend.where(keras.backend.not_equal(anchor_state, -1))\n        return keras.backend.sum(cls_loss) / keras.backend.cast(keras.backend.shape(y_true)[0], keras.backend.floatx())","        anchor_state = keras.backend.max(labels, axis=2)  # -1 for ignore, 0 for background, 1 for object\n        indices      = keras_retinanet.backend.where(keras.backend.not_equal(anchor_state, -1))\n        return keras.backend.sum(cls_loss) / keras.backend.cast(keras.backend.shape(labels)[0], keras.backend.floatx())",17,15,3,3
243,keras.txt,https://api.github.com/repos/okly366/keras/commits/49386e8da49f0c63c467c28456c995ad24cc99fb,keras/backend/tensorflow_backend.py,https://github.com/okly366/keras/raw/49386e8da49f0c63c467c28456c995ad24cc99fb/keras/backend/tensorflow_backend.py,"         indices = np.concatenate((np.expand_dims(sparse_coo.row, 1),\n                                   np.expand_dims(sparse_coo.col, 1)), 1)\n         # SparseTensor doesn't need initialization\n        return tf.SparseTensor(indices=indices,\n                               values=sparse_coo.data,\n                               shape=sparse_coo.shape)\n+        v._dims = len(sparse_coo.shape)\n     v = tf.Variable(value, dtype=_convert_string_dtype(dtype), name=name)\n     return v\n ","         indices = np.concatenate((np.expand_dims(sparse_coo.row, 1),\n                                   np.expand_dims(sparse_coo.col, 1)), 1)\n         # SparseTensor doesn't need initialization\n-                               values=sparse_coo.data,\n        v = tf.SparseTensor(indices=indices, values=sparse_coo.data, shape=sparse_coo.shape)\n        v._dims = len(sparse_coo.shape)\n        return v\n     v = tf.Variable(value, dtype=_convert_string_dtype(dtype), name=name)\n     return v\n ","        return tf.SparseTensor(indices=indices,\n                               values=sparse_coo.data,\n                               shape=sparse_coo.shape)","        v = tf.SparseTensor(indices=indices, values=sparse_coo.data, shape=sparse_coo.shape)\n        v._dims = len(sparse_coo.shape)\n        return v",7,6,3,3
244,keras.txt,https://api.github.com/repos/okly366/keras/commits/49386e8da49f0c63c467c28456c995ad24cc99fb,keras/backend/tensorflow_backend.py,https://github.com/okly366/keras/raw/49386e8da49f0c63c467c28456c995ad24cc99fb/keras/backend/tensorflow_backend.py,"         if ndim:\n             shape = tuple([None for _ in range(ndim)])\n     if sparse:\n        tf_shape = tf.constant(np.array(list([0 for _ in range(len(shape))]),\n                                        dtype=np.int64))\n        x = tf.sparse_placeholder(dtype, shape=tf_shape, name=name)\n+        x._dims = len(shape)\n     else:\n         x = tf.placeholder(dtype, shape=shape, name=name)\n     x._keras_shape = shape","         if ndim:\n             shape = tuple([None for _ in range(ndim)])\n     if sparse:\n-                                        dtype=np.int64))\n        x = tf.sparse_placeholder(dtype, name=name)\n        x._dims = len(shape)\n     else:\n         x = tf.placeholder(dtype, shape=shape, name=name)\n     x._keras_shape = shape","        tf_shape = tf.constant(np.array(list([0 for _ in range(len(shape))]),\n                                        dtype=np.int64))\n        x = tf.sparse_placeholder(dtype, shape=tf_shape, name=name)","        x = tf.sparse_placeholder(dtype, name=name)\n        x._dims = len(shape)",7,6,3,2
